Tweet ID,Tweet,Created Time,Language
1648017920998383641,@whhiwb @Kimberl40078754 @BBCWorld I'm Asian you IQ80 Muppet.  And white people most certainly don't commit the most crimes or mass shootings.  There are only 1.2 billion white people in existence. 1.7 billion blacks.  Mass shootings are 4 or more victims -- wanna tally up them drive byes?,2023-04-17 17:37:45+00:00,en
1648001273193730054,@kmcgair Don’t forget Asians.   SF Asian students got punished as much as anyone.    That helped drive recall of the 3 Woke school board members.,2023-04-17 16:31:36+00:00,en
1647998735870226432,what I would do to be able to drive rn I really want to go out and get asian food and then drive around the streets and the fields,2023-04-17 16:21:31+00:00,en
1647988277184528388,@Mcarroll84M @Simi_Miller @AdamInsane11037 @FearYourGods20 @TrueUnderDawg1 @CabooseEK Is also think it’s the world wide market. Many countries our Superhero’s don’t go over as well there as they do in other countries. Having the Kung Fu/Asian flare I’m sure helps drive the games in those markets. I’d think it more than 1  factor.,2023-04-17 15:39:58+00:00,en
1647966188645785603,"@gatewaypundit Yes, every day we white people go out with our cars, searching for black, brown, native, Asian, people to hit with our cars. It’s like a video game. Oh, if you can hit an old Asian person that’s double points; black child- bonus. Going to DRIVE to mall now. Wish me luck. SARCASM",2023-04-17 14:12:11+00:00,en
1647948869613789186,@GreeneyOfficial @ArthurGnohere @EssexPR Is your response to everyone that they are triggered? When you’re defending child rape gangs. Which are over 80% Asian. Check your hard drive.,2023-04-17 13:03:22+00:00,en
1647924573856251904,"@ZeekArkham @PeteButtigieg I agree with Pete on this one.. hear me out. Zeek, I’m black &amp; my wife is white. I drive 99% of the time &amp; we’ve gotten in 1 accident.

I was driving &amp; guess who hit us? An Asian lady. (Another minority)

If that’s not undeniable evidence roads are racist, don’t know what is.",2023-04-17 11:26:50+00:00,en
1647915854045106181,"Latest Report Available Now: Asian Steel Markets Drive Growth

At the end of March Kallanish held its Asia Steel Markets conference in Ho Chi Minh City...
Read the complete report:
https://t.co/InYxK36vkQ
#asm #hochiminhcity #asian #steel https://t.co/BzBJVvzOq6",2023-04-17 10:52:11+00:00,en
1647785393457184769,"To the cute Asian man that came through the drive thru today, if you’re reading this, I’m single.",2023-04-17 02:13:46+00:00,en
1647738740448669697,@asianbbclover Well I love asian women but none will talk to me im from Baltimore Maryland and looking for a girlfriend or future wife im 59 but looks young have a high sex drive and one long bbc that hangs down to my thigh send me a DM anytime,2023-04-16 23:08:23+00:00,en
1647718154502828032,my hair stylist said i couldn’t drive bc i’m asian and i still went back to her,2023-04-16 21:46:35+00:00,en
1647709441645748224,"@JesseKellyDC Is this a suggestion that POC can’t drive?
I mean, we all know that old Asian women are dangerous behind the wheel, but everyone non-white too?",2023-04-16 21:11:58+00:00,en
1647693964051378182,"@JackPosobiec More worthless pile of Horse shit from him. He knows nothing other than what he is fed. 
Racism? Well if your Black, Latino, Native, White or Asian, and you drink/drug and drive, or walk, you are guaranteed to become a hood ornament. After 20 years of responding to 911 .",2023-04-16 20:10:28+00:00,en
1647687557704974338,"@Mohammad12akib @Andrewwood17 I recall @RabinaKhan saying at a mayoral election hustings (at southern grove community hall) that the young local asian lads love to drive as if is a right of passage. 

I think the census data says about two thirds of households don't have access to a car.",2023-04-16 19:45:00+00:00,en
1647685488038248448,@ArneAlvarado I have an Asian friend in California from Vietnam that admits his race cannot drive.,2023-04-16 19:36:47+00:00,en
1647684256196616192,"@righty64 @ReturnNormalcy @CountryClubConZ The people who are motivated to drive miles to an unfamiliar school for a better education are precisely the people you want in your school.  In the past, these were Asian immigrants (though they usually moved).

But anyway, that’s not how most school choice programs work.",2023-04-16 19:31:53+00:00,en
1647678477234233345,"@CitizenFreePres Is he trying to free Darrell Brooks? The highways are racists? When will this crap ever end? I drive the same roads as my White, Hispanic, Asian neighbors, but the roads know I am Black and therefore cause me to have an accident? Is this some AI stuff I don't know about yet?",2023-04-16 19:08:56+00:00,en
1647671397358133248,The ground zero of the future is Asia - 4.1B people and most of the fastest growing economies - USA needs to align with the Asian countries to help drive and participate in this future and not stifle the possibilities by our current shortsightedness. @POTUS @SecBlinken https://t.co/kQ0pAYAeOp,2023-04-16 18:40:48+00:00,en
1647666141819736064,"@soicfinance Paint your house - buying Asian Paints can wait , Drive a 2 Wheeler - buying Eicher Motors can wait, Buy a car - buying  Maruti / Tata Motors can wait , Wear Inner Garments - before buying Page Industries - Balance on what is our priority - Live Wealthy rather than Die Wealthy",2023-04-16 18:19:55+00:00,en
1647661338976452609,"I love when @kroger says corn starch is low and to grab potato starch. But they don't carry that. 

I have to drive 40 minutes to get potato starch. At the Asian grocery store.",2023-04-16 18:00:49+00:00,en
1647648011038740482,Donate Now to Our 2023 Book Drive for Middle TN Schools! - https://t.co/a6IhztQqls https://t.co/A713h1TyQH,2023-04-16 17:07:52+00:00,en
1647620352657301506,"#Opinion: @SecBlinken wrapped his visit in Vietnam, with clear aim to rope in Vietnam in an attempt to drive a wedge between China &amp; Vietnam. But this is wishful thinking. Like other Southeast Asian countries, Vietnam has a clear view of its own interests. https://t.co/BttKridm96",2023-04-16 15:17:58+00:00,en
1647617210469236739,"@AltarCallMAFS Thanks--this looks good! I like trying new beans, so this looks like a good excuse to go on a drive to an African/Carribean grocery not very far from me. The Asian grocery (other direction, but beautiful drive this time of year) will have dried shrimp.",2023-04-16 15:05:28+00:00,en
1647607879753691136,"@darienhx @SlumRNA_Dog Asian woman, cmon man you’ve seen them drive.",2023-04-16 14:28:24+00:00,en
1647545414093279232,@MichaelBensonn How racist. Joe Joyce intentionally got repeatedly hit in the face to appear more Asian as a way to mock his opponent. He apparently struggled to drive home but was able to calculate his taxes and expenses even with the 1 eye.,2023-04-16 10:20:11+00:00,en
1647523348178522112,@Kert40144762 @Gerashchenko_en The west drive asian cars,2023-04-16 08:52:30+00:00,en
1647514290981830657,why does every asian in the state of washington drive a lexus😭,2023-04-16 08:16:30+00:00,en
1647413604453318656,@xraygirl_ @CyborgMarc That's crazy! And you're Asian which means you probably hit things every time you drive. 🙂,2023-04-16 01:36:25+00:00,en
1647411778131746816,@Blackmillions_ He can drive his ass off lol It’s the same as the Asian community letting their kids work the register. His son can start making 10s of thousand of dollars per month when he hit 16 because he drives so well. W 🙌🏿,2023-04-16 01:29:09+00:00,en
1647362277237047297,@bettybarc0de There's three amazing Asian supermarkets and five Asian restaurants on just one block of Sheridan Drive!!,2023-04-15 22:12:28+00:00,en
1647330648716193800,"Yes, a new world order is building but it's not OPEC or Asian nations that drive it. They are rather desperate to find their place in this new world and scramble to position themselves. Don't mistake the scurrying of some players for constructive efforts.  https://t.co/pPICyioS9Q",2023-04-15 20:06:47+00:00,en
1647326595164815361,"#China is now ""combining military with the softer, diplomatic tools, and using both to advance its interests and drive wedges,"" said Lin, a senior fellow for Asian #Security at the Center for Strategic and #International Studies. 
https://t.co/nWhYAiQ04w https://t.co/uyB3DR2nUT",2023-04-15 19:50:40+00:00,en
1647303017132175363,"@RicHolden @BasildonTories @Conservatives @UKLabour good work, the majority of the country, Black White Asian would hate socialism  if they understood where it led, it goes against our culture &amp; traditions (including the values in ethnic communities) drive that message home and never be on the backfoot.",2023-04-15 18:16:59+00:00,en
1647294293361455105,"@bigolgreenfrog I dated an Asian girl in the early 2000s. She drove me once to the store and I never let her drive me anywhere again after that. She would pick me up sometimes and I would position myself on the driver side when she pulled up so I could drive. 

Not even once.",2023-04-15 17:42:19+00:00,en
1647270323690303488,"@legendofcheese @SenecaSpeaks21 Look at you, defending someone calling Asian people “yellow” while crying about other people’s racism. 😂😂😂😂😂😂

Anything to defend a member of your tribe. Fortunately most people see right through this idiocy. If your goal is to drive independents to vote GOP, keep it up.",2023-04-15 16:07:04+00:00,en
1647237342737076229,What analysis does Bhogle do? He just mouths inanities. Doull is better but he was 100% wrong about Kohli the other day. Typical stereotyping of Asian cricketers. A cynical person would think the commentators pick on star names to drive more engagement. https://t.co/E207ZLUPKd,2023-04-15 13:56:01+00:00,en
1647175620810670080,"@Theybannedme4 @TSFights Umm the drive was ""Asian""... which is why the BlYck women were beating on him.",2023-04-15 09:50:45+00:00,en
1647128976555405312,Bro why tf McDonald's drive thru automated voice is a old asian lady 😂😂😂,2023-04-15 06:45:24+00:00,en
1647106629199069184,"“China is now ‘combining military with the softer, diplomatic tools, and using both to advance its interests and drive wedges,’ said Lin, a senior fellow for Asian security at the Center for Strategic and International Studies” https://t.co/u9h3egqlkn",2023-04-15 05:16:36+00:00,en
1647074544170184704,"@WATCHLPSPOPULAR @laterundulator Did he not literally make a joke about Jaiden, an Asian woman, not being able to drive, a common stereotype about Asian people",2023-04-15 03:09:07+00:00,en
1647069925402345476,"@diorkoomi i think we only have one asian grocery store within a two hour drive radius of me, i live in a very small and remote place and there’s little diversity. last time i was there they didn’t have any but it’s been a while since i checked",2023-04-15 02:50:45+00:00,en
1647069288744861696,"@african_output @DOmowale No gotcha moment. Wong used a pic of Tariq w/ an Asian women 2 virtue signal 2 PA faithfuls. Tariq w/ an Asian has nothing to do w/ us delineating no more than Umi being married to a YT woman doesn't reflect poorly on PA. Pt is ppl drive movements, not charismatic  figures.",2023-04-15 02:48:14+00:00,en
1647028078793703424,so like you know those speed bumps on the road my mom dosent know how to drive properly and shes an asian mom i weigh like 2 pounds so i basically just sent flying,2023-04-15 00:04:28+00:00,en
1646940683180347393,"“I’m so glad that Beef gave a spotlight to talk about the culture surrounding Korean churches.. the fact that this is in Orange County, and Danny had to drive all the way to Orange County to be part of this church, is very relatable given LA traffic.” https://t.co/q3V4qcQyWc",2023-04-14 18:17:12+00:00,en
1646910019353604096,"@tkmedia_tony My wife, being a slight, Asian woman, swapped her minivan for an SUV, because it's big and sturdy, with high seating and had a big engine.

As a guy I drive a light vehicle with a low CG and prioritise handling over grunt.",2023-04-14 16:15:21+00:00,en
1646869036662153219,"I may be a tiny asian, but my sex drive is huge
https://t.co/1cdBbJTBVV",2023-04-14 13:32:30+00:00,en
1646847530397839361,@DominicFarrell @cbtaylor_7 The West Midlands Police in their zealous drive for ‘diversity’ once appointed an Asian who couldn’t speak a word of English! 😂😂😂,2023-04-14 12:07:02+00:00,en
1646807234477953026,"Asian countries such as South Korea, China, and Japan constitute 62 of the top 100 global gaming companies according to @DappRadar.

Web3 gaming is the narrative expected to drive the next bull market. Whoever can capture the East Asian market will capitalize on the GameFi boom. https://t.co/ZLJ6YQgQ3M",2023-04-14 09:26:55+00:00,en
1646734610561224704,@DhakaTribune Lmao imagine making the case for IMF and WB being unifiers. As if their Structural Adjustment Programs didnt drive many countries to bankruptcy to the point of no return. Look at what they did to Argentina. Literally the entire Asian Financial Crisis. Neoliberalism in a nutshell,2023-04-14 04:38:20+00:00,en
1646689449894633473,"@hobbit179 @_Above_The_Gods @skip_sf Self driving capabilities improving until cars can drive bumper to bumper at speed.  

And maybe at some point transit agencies will adopt Asian standards for mass transit behavior, crime, and cleanliness.",2023-04-14 01:38:53+00:00,en
1646669418620125185,overheard my neighbors being racist to asian people as they teach their kid to drive a toy car,2023-04-14 00:19:17+00:00,en
1646649973528821761,"@Arkypatriot Look, if VP Buck Fiden had top secret documents in 3+ locations and let a Asian ladybug drive them to Chinatown, I can believe the tooth fairy is running the Pentagon. https://t.co/SNCIetAPFM",2023-04-13 23:02:01+00:00,en
1646628982421438467,"@DramaniVI @alhaji_daura_jr @Carsnationn Lool. Asian vehicles don't match European cars. Asians are good at aesthetics, moving 160-165 or even 170 mph, you'd feel how balanced that car is, drive a Toyota camry or corolla and feel like the car is about to fly. Only Venza give that bit of balance at that speed.",2023-04-13 21:38:36+00:00,en
1646608679016321032,"i have discovered a little Korean/Asian grocery shop near where I live. I no longer have to drive an hour out of town to get kimchi, boba, shrimp crackers, and other things I like !!!! but now i'll spend too much money there lmao",2023-04-13 20:17:56+00:00,en
1646574246624382976,I’m in a Uber until 230 my truck out the shop this Asian mf can drive 😳😳😳😳😳 https://t.co/s1fSdANeIN,2023-04-13 18:01:06+00:00,en
1646574070656368640,"As a young black man who drives a luxury car, I get so much hate from working class Asian/White people. I have literally been told “you’re not the only one who owns this brand” when I asked a Discount Tire agent if I should drive it into the garage myself. I need to tint my car.",2023-04-13 18:00:24+00:00,en
1646552575960043522,"Black, Asian and minority ethnic groups currently make up one third of all people on the organ transplant waiting list https://t.co/msjVUX0WIo",2023-04-13 16:35:00+00:00,en
1646492061867048961,"Black, Asian and minority ethnic groups currently make up one third of all people on the organ transplant waiting list

https://t.co/9ie2pUHPIP",2023-04-13 12:34:32+00:00,en
1646452504983420928,"Oxus Capital, the  pioneering investment company driving Central Asia’s first SPAC, plans  to launch a new visionary fund worth $200 million, ....
https://t.co/TPx3Xsdm1i https://t.co/cjrB15J9VU",2023-04-13 09:57:21+00:00,en
1646417401133539328,@bae_lay Yes. Companies are only hiring Asian and Latino for Manufacturing jobs. I had to drive 45 mins to Chester County to get job and there I observed that the Puerto Rican Manager was promoting his people.,2023-04-13 07:37:52+00:00,en
1646400707963265024,Hubject Launches Plug&amp;Charge System with V2G PKI for Asian Markets to Drive EV Adoption - https://t.co/7CE99GuNSb https://t.co/EKIoiKgTbO,2023-04-13 06:31:32+00:00,en
1646398033234632704,"@GoldingBF I am a Indian, drive those South Asian out, you looted them without remorse, and now it's time to drive them out for you safety, enough of the guilt please, white life and white culture  should matter to all whites in Britian. Brown life and brown culture matter in South Asia.",2023-04-13 06:20:54+00:00,en
1646359527590367232,"Per @IMF ~90% of #advancedeconomies will see slower growth in 2023, while Asian economies led by #India &amp; China are expected to drive global growth with significant rise in output. Isn't the video below a far better representation of the IMF's forecasts? 
🙂🙃
Thanks #WA https://t.co/ULS4fYr4BJ",2023-04-13 03:47:53+00:00,en
1646347295229657091,"just got home, teaching little Asian boys how to drive is not something I expected to be doing after 8pm",2023-04-13 02:59:17+00:00,en
1646277036544233473,"#Firstplay: ""Drive By"" by Nuff Pedals on BBC Asian Network (#bbcasiannetwork)",2023-04-12 22:20:06+00:00,en
1646268815788085249,@nytimes How much anti-Asian/White/Semitic crime before you're not really going to be able to pretend your use of skin color is anything less than a blood curse meant to drive ethnic tension?,2023-04-12 21:47:26+00:00,en
1646255603088519170,"@manduhtory Unless you have had to drive to Memphis from Nashville after 5pm, every drive is a rollercoaster ride.  That Sun in your eyes with $800 Ray-Bans laughs the entire 3 hours.  Then an Asian woman spills red wine on new Lacoste shirt you got for your birthday at Ruth Chris ?!",2023-04-12 20:54:56+00:00,en
1646252588524814337,Changing patterns of the East Asian monsoon drive shifts in migration and abundance of a globally important rice pest https://t.co/RSpokC72Sx #climatechange,2023-04-12 20:42:57+00:00,en
1646246586710630400,"Can anyone explain to me why  20-something Asian girls want to follow an overweight, bald-headed guy in his 60's???
Is it because they think I want to drive girls wild demonstrating my ability to type credit card numbers into a phone?
These are prostitutes? Aren't they?",2023-04-12 20:19:06+00:00,en
